'NazevZarizeni','Obec'
'HSMEDIC s.r.o.','Kralupy nad Vltavou'
'synlab czech s.r.o., odběrová místnost','Kralupy nad Vltavou'
'RESCUE HELP - ZDRAVOTNICKÁ SLUŽBA, z.s.','Kralupy nad Vltavou'
'Laboratoře AGEL a.s., odběrová místnost','Kralupy nad Vltavou'
'DIFFERENT PHARMA a.s., BENU Lékárna','Kralupy nad Vltavou'
'Jitka Matoušková, DiS.','Kralupy nad Vltavou'
'Dermakralupy s.r.o.','Kralupy nad Vltavou'
'MUDr. Svatopluk Murár - hematologie','Kraslice'
'SokoDent s.r.o.','Kraslice'
'NENOV s.r.o., Lékárna U kostela','Kraslice'
'Michaela Dudašiu','Kraslice'
'MUDr. Richard Makki','Kraslice'
'Blanka Houdková','Kraslice'
'KLINICKÁ LOGOPEDIE Odstrčilová s.r.o.','Kravaře'
'MUDr. Pavla Stašková','Kravaře'
'MUDr. Hana Kozelská','Kravaře'
'Ordinace Brzesková - Tietzová, s.r.o.','Kravaře'
'Ordinace Brzesková - Tietzová, s.r.o.','Kravaře'
'MUDr. Petr Taraba','Kravaře'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Kravaře'
'Cedymed s.r.o.','Kravaře'
'Domov pro seniory sv. Hedviky - Kravaře, příspěvková organizace','Kravaře'
'Irena Sedláčková','Krmelín'
'VEMISMILE s.r.o.','Krmelín'
'Practic Medical s. r. o.','Krnov'
'GynPorCentrum s.r.o.','Krnov'
'ČESKÁ LÉKÁRNA HOLDING, a.s.','Krnov'
'Interní ambulance MUDr. Ladislav Luběna s.r.o.','Krnov'
'Lékaři srdce, cév a interny s.r.o.','Krnov'
'Mobilní fyzioterapie s.r.o.','Krnov'
'GEH.Krnov s.r.o.','Krnov'
'adult praktik s.r.o.','Krnov'
'PS DENTAL s.r.o.','Krnov'
'Fyzioterapie DANA s.r.o.','Krnov'
'MUDr. Petr Taraba','Krnov'
'MUDr. Petr Mylek','Krnov'
'Slezská nemocnice v Opavě, příspěvková organizace, odborné ambulance','Krnov'
'ORTOGYN s.r.o.','Krnov'
'MUDr. OLGA KLOSOVÁ','Krnov'
'MUDr. Martin Jančo','Krnov'
'Mgr. ANNA KATARZYNA STEJSKAL','Krnov'
'MUDr. Leopold Sedláček','Krnov'
'MUDr. Leopold Sedláček s.r.o.','Krnov'
'MUDr. TOMÁŠ KOKOŘ','Krnov'
'IVANA HIREŠOVÁ DiS.','Krnov'
'Mgr. NINA GROSSMANNOVÁ','Krnov'
'Mgr. ANNA KATARZYNA STEJSKAL','Krnov'
'Zubní Technika Profix s.r.o.','Krnov'
'ORTOHAL s.r.o.','Krnov'
'Bc. Šárka Janáčová','Krnov'
'Domov pro seniory Krnov','Krnov'
'Harmonie, příspěvková organizace','Krnov'
'MARKÉTA GRULICHOVÁ DiS.','Krnov'
'KEDAR CARE s.r.o.','Krnov'
'Oční optika Stuchlíková s.r.o.','Krnov'
'MUDr. MICHAELA KNOPPOVÁ','Krnov'
'MUDr. KLAUDIE NOVÁKOVÁ','Krnov'
'ČESKÁ OČNÍ OPTIKA HOLDING a.s.','Krnov'
'Charita Ostrava','Krnov'
'Mgr. MARKÉTA VOJTOVÁ','Krnov'
'WEMED s.r.o.','Krnov'
'STOMATOLOGIE KRNOV s.r.o.','Krnov'
'Health and Beauty shops s.r.o., Lékárna LEMON','Krnov'
'MUDr. MARTINA KUJALOVÁ','Kroměříž'
'MUDr. EVA TILŠAROVÁ','Kroměříž'
'MUDr. Alois Hrabec','Kroměříž'
'ENDEA s.r.o.','Kroměříž'
'MEDIBRUM s.r.o.','Kroměříž'
'Psychologické centrum Kroměříž s.r.o.','Kroměříž'
'Oční ambulance, s.r.o.','Kroměříž'
'LAB KM s.r.o.','Kroměříž'
'Ortopedie - Vejrosta s.r.o.','Kroměříž'
'POPINI s.r.o.','Kroměříž'
'KetDent, s.r.o.','Kroměříž'
'MUDr. MARTINA FILGASOVÁ','Kroměříž'
'Dvouletá s.r.o., Lékárna Medica','Kroměříž'
'Arca Medical s.r.o.','Kroměříž'
'MUDr. Zuzana Plesníková','Kroměříž'
'Cardiofit s.r.o.','Kroměříž'
'RENÁTA PLUHAŘOVÁ','Kroměříž'
'Salusdent s.r.o.','Kroměříž'
'MDDr. Kateřina Czudková','Kroměříž'
'ORL Sedláková s.r.o.','Kroměříž'
'Mgr. Šárka Dostalíková','Kroměříž'
'MUDr. MARCELA BARTOŠÍKOVÁ','Kroměříž'
'Sociální služby města Kroměříže, příspěvková organizace','Kroměříž'
'Sociální služby města Kroměříže, příspěvková organizace','Kroměříž'
'Sociální služby města Kroměříže, příspěvková organizace','Kroměříž'
'Sociální služby města Kroměříže, příspěvková organizace','Kroměříž'
'Sociální služby města Kroměříže, příspěvková organizace','Kroměříž'
'GYN - JK s.r.o.','Kroměříž'
'POLÁŠEK LUBOMÍR zdravotní dopravní služba','Kroměříž'
'Psychologické centrum Kroměříž s.r.o.','Kroměříž'
'Mgr. Jana Šašková','Kroměříž'
'Mediekos Ambulance, s.r.o.','Kroměříž'
'Optika Fénix s.r.o.','Kroměříž'
'MUDr. Alois Machaníček s.r.o.','Kroměříž'
'Jarmila Bartíková','Kroměříž'
'CSP Zlín, o.p.s.','Kroměříž'
'Mgr. Jaroslav Filgas, Lékárna','Kroměříž'
'PhDr. Markéta Brunová Meluzínová','Kroměříž'
'UROCENTKM s.r.o.','Kroměříž'
'DENTA Comfort Orto s.r.o.','Kroměříž'
'Krajská nemocnice T. Bati, a. s.','Kroměříž'
'Stomatochirurgie Michl, s.r.o.','Kroměříž'
'MDDr. JANA OPATRNÁ KROUMANOVÁ','Kroměříž'
'Hana Podhorná','Kroměříž'
'PETR ŠIMEK','Kroměříž'
'Psychiatrická nemocnice v Kroměříži, Centrum duševního zdraví','Kroměříž'
'Česká katolická charita, Domov sv. Kříže Kroměříž','Kroměříž'
'MDDr. ZUZANA VACULOVIČOVÁ','Kroměříž'
'Lunacor s.r.o.','Kroměříž'
'Orthosmile s.r.o.','Kroměříž'
'Mgr. Zuzana Hellerová','Kroměříž'
'Pavla Maňurová, DiS.','Kroměříž'
'Mgr. Petr Ždímal','Kroměříž'
'Mgr. BARBORA ČOČKOVÁ','Kroměříž'
'BonumFinem s.r.o.','Kroměříž'
'MDDr. Barbora Hajnová','Kroměříž'
'NEUROOPTIMA s.r.o.','Kroměříž'
'Koutecký 2014 s.r.o.','Krsy'
'LEKKO&M s.r.o., Lékárna U Rytíře','Krucemburk'
'Praktický lékař MUDr. Jindřich Turinský, s.r.o.','Krucemburk'
'MUDr. Inna Strupinská','Krupka'
'Lenka Vernerová','Krupka'
'MUDr. Olga Skoumalová s.r.o.','Krupka'
'Domácí lékárna s.r.o.','Krupka'
'MUDr. Veronika Pavelková','Krupka'
'MUDr. Abbas JAHAF','Krupka'
'Fyzioterapijon s.r.o.','Krupka'
'Všeobecný lékař s.r.o.','Krušovice'
'Rehabilitace Janáková, s.r.o.','Kryry'
'Helvete s.r.o.','Kryry'
'MUDr. Zd.Kleinhampl, praktický lékař, s.r.o.','Kryštofovo Údolí'
'TOREAL, spol. s r.o.','Královské Poříčí'
'Petr Vilím - praktický lékař s.r.o.','Královské Poříčí'
'Mgr. Šárka Pilská','Králíky'
'PASMED s.r.o.','Králíky'
'MUDr. Petr Čížek - oční ordinace s.r.o.','Králíky'
'Ambulance praktické medicíny s.r.o.','Králíky'
'OXENFREE s.r.o.','Králíky'
'STOMKOM s. r. o.','Králův Dvůr'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Králův Dvůr'
'Kardio Beroun s.r.o.','Králův Dvůr'
'LÉKÁRNA KRÁLŮV DVŮR, s.r.o.','Králův Dvůr'
'MUDr. Jan Joukl','Králův Dvůr'
'NH Hospital a.s., Nemocnice Hořovice, odborné ambulance','Králův Dvůr'
'JESSENIA a.s., Rehabilitační nemocnice Beroun, odborná ambulance','Králův Dvůr'
'MUDr. Kateřina Felcmanová','Králův Dvůr'
'Mediro praktik s.r.o.','Králův Dvůr'
'Medica JM s.r.o.','Králův Dvůr'
'AA kardio s.r.o.','Králův Dvůr'
'Medica CZ, a.s.','Králův Dvůr'
'EUC Laboratoře s.r.o., odběrová místnost','Králův Dvůr'
'MUDr. Eva Trtková','Králův Dvůr'
'H+ ortopedie, s.r.o.','Králův Dvůr'
'Záchranná služba Asociace samaritánů České republiky Praha - západ z.s.','Králův Dvůr'
'VK Nova s.r.o.','Králův Dvůr'
'RTG KRÁLŮV DVŮR, s.r.o.','Králův Dvůr'
'MUDr. MARCELA GREGŮRKOVÁ','Králův Dvůr'
'Bohemia Care a.s.','Králův Dvůr'
'Fysioterapie Chodov s.r.o.','Králův Dvůr'
'Domov Svatý Jan , poskytovatel sociálních služeb','Krásná Hora nad Vltavou'
'ZAMZAM s.r.o., Lékárna ZAMZAM','Krásná Hora nad Vltavou'
'MUDr. KRISTINA MARKOVÁ','Krásná Hora nad Vltavou'
'JOCORP s.r.o.','Krásná Lípa'
'Domov se zvláštním režimem Krásná Lípa','Krásná Lípa'
'Domov se zvláštním režimem Krásná Lípa','Krásná Lípa'
'Domov se zvláštním režimem Krásná Lípa','Krásná Lípa'
'Domov se zvláštním režimem Krásná Lípa','Krásná Lípa'
'Domov se zvláštním režimem Krásná Lípa','Krásná Lípa'
'Domov se zvláštním režimem Krásná Lípa','Krásná Lípa'
'Domovy pro seniory Šluknov - Krásná Lípa, příspěvková organizace','Krásná Lípa'
'NEUROLOGIE, s.r.o., fyzioterapeut','Krásná Lípa'
'Iljuk Dental Conversion s.r.o.','Krásná Lípa'
'ZDEŇKA BERANOVÁ KŘÍŽOVÁ','Krňany'
'MUDr. Vítězslav Pužej','Ktiš'
'Akumed s.r.o.','Kunovice'
'Sociální služby Uherské Hradiště, příspěvková organizace','Kunovice'
'Sociální služby Uherské Hradiště, příspěvková organizace','Kunovice'
'Lékárna Na Rynku, s.r.o.','Kunovice'
'LabDental s.r.o.','Kunovice'
'Mgr. Kristýna Hanáková','Kunovice'
'MUDr. Jaroslav Novosad','Kunštát'
'MUDr. Marie Vyhňáková s.r.o.','Kunštát'
'Bočková zubní, spol. s r.o.','Kunštát'
'LEKO Pharm, s. r. o., Lékárna Kunštát','Kunštát'
'Výjezdové stanoviště ZZS Jčk','Kunžak'
'Praktikus s.r.o.','Kutná Hora'
'MUDr. Richard Klail','Kutná Hora'
'Ortopedie MUDr. Petr Jurka s.r.o.','Kutná Hora'
'SUPERVIZE, s.r.o.','Kutná Hora'
'SUPERVIZE, s.r.o.','Kutná Hora'
'AVICENNUS, s.r.o.','Kutná Hora'
'INSPAMED, s.r.o.','Kutná Hora'
'Mgr. et Bc. Eva Bigas','Kutná Hora'
'MUDr. Věra Zrzavá s.r.o.','Kutná Hora'
'MUDr. Ľubica Veselá','Kutná Hora'
'Fyzioterapie VOLUTA, s.r.o.','Kutná Hora'
'MUDr. Roman Boháč','Kutná Hora'
'MUDr. Jan Havlovic','Kutná Hora'
'MUDr. Jan Havlovic','Kutná Hora'
'FyzioSun s.r.o.','Kutná Hora'
'MUDr. Tomáš Dundálek','Kutná Hora'
'CITYLAB spol. s.r.o., odběrová místnost','Kutná Hora'
'MUDr. Danuše Kestřánková','Kutná Hora'
'MUDr. Tomáš Dundálek','Kutná Hora'
'MUDr. Olga Blažejová','Kutná Hora'
'MeDiLa spol. s r.o., odběrová místnost','Kutná Hora'
'MUDr. Iva Lebedová','Kutná Hora'
'Domov Barbora Kutná Hora, poskytovatel sociálních služeb','Kutná Hora'
'RenEsthé s.r.o.','Kutná Hora'
'Dentální centrum Kutná Hora s.r.o.','Kutná Hora'
'NONSTOPMEDIC, s.r.o.','Kutná Hora'
'DIPURAMED, s.r.o.','Kutná Hora'
'MUDr. PETRA LACMANOVÁ','Kutná Hora'
'MDDr. Magdalena Klevetová','Kutná Hora'
'Domácí péče Včelka Pardubicko s.r.o.','Kutná Hora'
'Gynekologie Kutná Hora s. r. o.','Kutná Hora'
'TeamPrevent-Santé, s.r.o.','Kutná Hora'
'Cesta životem bez bariér, z.s.','Kutná Hora'
'B+B Medical, s.r.o.','Kutná Hora'
'MUDr. Šárka Toupalíková, s.r.o.','Kutná Hora'
'Fyzioterapie Kutná Hora s.r.o.','Kutná Hora'
'Neuroterapie KH s.r.o.','Kutná Hora'
'EUC PLS s.r.o.','Kuřim'
'Pro - Medique s.r.o.','Kuřim'
'MUDr. Jana Chalupská s.r.o.','Kuřim'
'MUDr. Jaroslav Laštůvka','Kuřim'
'MUDr. Iva Laštůvková s.r.o.','Kuřim'
'MUDr. Vítková Kuřim, s.r.o.','Kuřim'
'CHIRAPRO s.r.o.','Kuřim'
'Danuše Raabová','Kuřim'
'Pavla Hájková','Kuřim'
'DR. OPTIK Moravia s.r.o.','Kuřim'
'Mgr. Renata Boháčová','Kuřim'
'Mgr. Kateřina Krebsová','Kuřim'
'MUDr. Konečná Dagmar s.r.o.','Kuřim'
'IMHOTEONS s.r.o.','Kuřim'
'Alergologie MUDr. Ficová s.r.o.','Kuřim'
'MUDr. Danuše Tirová s.r.o','Kuřim'
'BENU Česká republika s.r.o., BENU Lékárna','Kuřim'
'MUDr. Holubcová Barbora s.r.o.','Kuřim'
'MUDr. Holubcová Barbora s.r.o.','Kuřim'
'Internadia nova s.r.o.','Kuřim'
'UROKUT s.r.o.','Kuřim'
'MUDr. Denisa Zavadilová','Kuřim'
'Neurologie Tišnov s.r.o.','Kuřim'
'ROMANA PANÁKOVÁ','Kvasice'
'Sociální služby Uherské Hradiště, příspěvková organizace','Kvasice'
'Sociální služby Uherské Hradiště, příspěvková organizace','Kvasice'
'Ústav sociální péče pro mládež Kvasiny','Kvasiny'
'DekaDent s.r.o.','Kvasiny'
'Therapy Kyjov s.r.o.','Kyjov'
'MUDr. Marie Gazdíková s.r.o.','Kyjov'
'MUDr. Eva Míšová','Kyjov'
'Sabina Blahová DiS.','Kyjov'
'MUDr. Lubomír Hadrava','Kyjov'
'MUDr. Vlastimil Valenta s.r.o.','Kyjov'
'MUDr. Bělíková Vojtěška s.r.o.','Kyjov'
'R-PHARMA, spol. s r.o.','Kyjov'
'MUDr. Antonín Grabec s.r.o.','Kyjov'
'MUDr. Jaroslav Zapletal s.r.o.','Kyjov'
'AXAMA a.s.','Kyjov'
'Dentalgrin s.r.o.','Kyjov'
'CLEVMED, spol. s r.o.','Kyjov'
'MUDr. Chleborádová Eliška s.r.o.','Kyjov'
'MDDr. Pavel Tlach s.r.o.','Kyjov'
'Tereza Sejkorová DiS.','Kyjov'
'H-medico s.r.o.','Kyjov'
'MUDr. Pavlína Doležalová','Kyjov'
'BENU Česká republika s.r.o., BENU Lékárna','Kyjov'
'Bc. Petra Ondříšková','Kyjov'
'MUDr. Iva Krejzlíková s.r.o.','Kyjov'
'Praktický lékař pro dospělé Kyjov s.r.o.','Kyjov'
'Praktický lékař pro dospělé Kyjov s.r.o.','Kyjov'
'MUDr. Irena Holušová, s.r.o.','Kyjov'
'Praktický lékař pro dospělé Kyjov s.r.o.','Kyjov'
'GAMM s.r.o.','Kyjov'
'KARDIO Doupovec s.r.o.','Kyjov'
'OPTIKA CLARITY s.r.o.','Kyjov'
'CHIRURGIE Kyjov s.r.o.','Kyjov'
'Domov Horizont, příspěvková organizace','Kyjov'
'Centrum služeb pro seniory Kyjov, příspěvková organizace','Kyjov'
'MUDr. Martin Smoleja','Kyjov'
'OZS 1 Kyjov, s.r.o.','Kyjov'
'Sociálně-psychiatrické centrum - Fénix, o.p.s., Centrum duševního zdraví','Kyjov'
'BARBORA ILGNEROVÁ','Kyjov'
'Lékárna Jakub s.r.o.','Kyjov'
'SPADIA LAB Brno, s.r.o., odběrová místnost','Kyjov'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Kyjov'
'MUDr. Jiřina Nohelová','Kyjovice'
'Domov Na zámku, příspěvková organizace','Kyjovice'
'Sociální služby, příspěvková organizace','Kynšperk nad Ohří'
'Domov pro osoby se zdravotním postižením v Radošově, příspěvková organizace','Kyselka'
'Aesculap Kyselka s.r.o.','Kyselka'
'Domov pro osoby se zdravotním postižením Kytlice','Kytlice'
'Domov pro osoby se zdravotním postižením Kytlice','Kytlice'
'Domov pro osoby se zdravotním postižením Kytlice','Kytlice'
'Domov pro osoby se zdravotním postižením Kytlice','Kytlice'
'Domov Kytín, poskytovatel sociálních služeb','Kytín'
'Kytín 35 s.r.o.','Kytín'
'Všeobecný lékař Posázaví s.r.o.','Kácov'
'MUDr. Radka Kynická','Kájov'
'MUDr. Magdalena Struháčková','Křemže'
'Sana-Flora s.r.o.','Křenovice'
'Josef Maťa zdravotnická dopravní služba s.r.o.','Křepice'
'IATPOS s.r.o.','Křečovice'
'Centrum sociální pomoci Litoměřice, příspěvková organizace','Křešice'
'VitaeMed s.r.o.','Křivoklát'
'LOGOCENTRUM s.r.o.','Křižanov'
'Domov Kamélie Křižanov, příspěvková organizace','Křižanov'
'MUDr. Zd.Kleinhampl, praktický lékař, s.r.o.','Křižany'
'MUDr. Zd.Kleinhampl, praktický lékař, s.r.o.','Křižany'
'MUDr. Zdeňka Švendová','Křtiny'
'LUMINA, spolek','Křtiny'
'Domov důchodců Lampertice','Lampertice'
'DIAGMA-X Radiologie s.r.o.','Lanškroun'
'MUDr. Jindřich Křibský s.r.o.','Lanškroun'
'MUDr. Petr Čížek - oční ordinace s.r.o.','Lanškroun'
'Ivana Baková','Lanškroun'
'Sdružené ambulantní zařízení spol. s r. o.','Lanškroun'
'MUDr. Milan Břečka','Lanškroun'
'Petr Nejedlý DiS.','Lanškroun'
'Irena Šimková','Lanškroun'
'BLANKA PŘIBYLOVÁ','Lanškroun'
'ČESKÁ LÉKÁRNA HOLDING, a. s., Dr. Max Lékárna','Lanškroun'
'Alergomyšl s.r.o.','Lanškroun'
'LaDentika s.r.o.','Lanškroun'
'Lékárna Urban, s.r.o.','Lanškroun'
'MUDr. Barbora Ulmanová','Lanškroun'
'ABE Dent Lanškroun s.r.o.','Lanškroun'
'MUDr. Marcela Dvořáčková','Lanškroun'
'OFTAPRIM, s.r.o.','Lanškroun'
'MarKo Dent s.r.o.','Lanškroun'
'SOCIÁLNÍ SLUŽBY LANŠKROUN','Lanškroun'
'Oftex, s.r.o.','Lanškroun'
'Dětská ordinace AgaMa, s.r.o.','Ledenice'
'KP DENT s.r.o.','Ledenice'
'Pilulka Lékárny a.s., OOVL L Pilulka','Ledenice'
'Rodinný lékař Ledeč s.r.o.','Ledeč nad Sázavou'
'MDDr. Vojtěch Maštálka','Ledeč nad Sázavou'
'Dětská poradna s.r.o.','Ledeč nad Sázavou'
'GP Care v.o.s.','Ledeč nad Sázavou'
'ČESKÁ LÉKÁRNA HOLDING, a.s.','Ledeč nad Sázavou'
'MUDr. Vladimír Štědrý CSc.','Ledeč nad Sázavou'
'JP&JP s.r.o.','Ledeč nad Sázavou'
'DENTEO, v.o.s.','Ledeč nad Sázavou'
'ROMIZA CONSULTING s.r.o.','Ledeč nad Sázavou'
'Domov Háj, příspěvková organizace','Ledeč nad Sázavou'
'ProMedicus Home Care Services s.r.o.','Ledeč nad Sázavou'
'MUDr. Šárka Drinková','Ledeč nad Sázavou'
'VERADENT s.r.o.','Ledeč nad Sázavou'
'Medical Way s. r. o., Lékárna','Ledeč nad Sázavou'
'Vysočinské nemocnice s.r.o., Ledeč nad Sázavou Háj, Ambulance','Ledeč nad Sázavou'
'Oblastní charita Havlíčkův Brod','Ledeč nad Sázavou'
'Spa Resort Lednice s.r.o.','Lednice'
'Lednická Gynekologie s.r.o.','Lednice'
'LÁZNĚ LEDNICE, s.r.o.','Lednice'
'MUDr. Ondřej Papaj s.r.o.','Lednice'
'Pilulka Lékárny a.s., OOVL','Lednice'
'Komplexní terapie s.r.o.','Ledvice'
'DISPOLAB PHARMA s.r.o., OOVL Lelekovice-L. Astra','Lelekovice'
'Zdravotní středisko Lelekovice, s.r.o.','Lelekovice'
'PhDr. Jana Tláskalová','Lenora'
'MUDr. Hana Doležalová, s.r.o.','Lenora'
'LERAM dental s.r.o.','Lesní Jakubov'
'MUDr. Kamila Žižková s.r.o.','Letohrad'
'MUDr. Stanislava Dunglová, zubní lékařství','Letohrad'
'Gynekologická ambulance Letohrad s.r.o.','Letohrad'
'MUDr. Marie Johnová s.r.o.','Letohrad'
'PROTETIK s.r.o.','Letohrad'
'MUDr. Ivana Horová s.r.o.','Letohrad'
'Dantex stomatologie s.r.o.','Letohrad'
'Nemocnice Boskovice s.r.o','Letovice'
'MUDr. Šušol - urologie s.r.o.','Letovice'
'Femina.care s.r.o.','Letovice'
'Ortopedie Kovanda s.r.o.','Letovice'
'MUDr. Gabriela Hniličková, s.r.o.','Letovice'
'Nemocnice Blansko','Letovice'
'DR. OPTIK Moravia s.r.o.','Letovice'
'MUDr. Aleš Dvořák, interna a diabetologie s.r.o.','Letovice'
'MUDr. Jaroslav Hloušek - UZ diagnostika s.r.o.','Letovice'
'SIMONA FERÁKOVÁ DiS.','Letovice'
'Centrum sociálních služeb města Letovice, příspěvková organizace','Letovice'
'Stomatologie Letovice s.r.o.','Letovice'
'MUDr. MARTA MIČÍNOVÁ','Letovice'
'MUDr. Zdeněk Malaska','Letovice'
'Alergo-imuno-MAT s.r.o.','Letovice'
'GRATIOLA, spol. s r.o., Lékárna u Sv. Anežky','Lety'
'MihuMed s.r.o.','Lety'
'MUDr. ZUZANA ŠÍSLOVÁ','Lety'
'PREVEDIG medical, s.r.o., odběrová místnost','Lety'
'MUDr. Martina Anderová','Lešany'
'MUDr. Peter Jor s.r.o.','Lešná'
'LASTRONA s.r.o.','Lhota'
'Ordinace Chrást s.r.o.','Lhota'
'Renáta Andělová','Lhota'
'MUDr. Zdeněk Jonák s.r.o.','Lhota pod Radčem'
'Jokudent s.r.o.','Liberec'
'Ortoprima s.r.o.','Liberec'
'MUDr. René Pospíšil s.r.o.','Liberec'
'PROMIKUS s.r.o.','Liberec'
'ORTOPEDIE Liberec s.r.o.','Liberec'
'Zdravý úsměv s.r.o.','Liberec'
'Zubní ordinace Vrchlického, s.r.o.','Liberec'
'RehaSportMedic s.r.o.','Liberec'
'MDDr. Sára Zabelová, zubní lékařství','Liberec'
'ASTACUS Dent s.r.o.','Liberec'
'Věra Kotučová, DiS.','Liberec'
'Plicní ambulance Liberec s.r.o.','Liberec'
'MADENT s.r.o.','Liberec'
'MUDr. Nesvadba - chirurgie, s.r.o.','Liberec'
'MUDr. Marta Kleprlíková','Liberec'
'ProCare Medical s.r.o.','Liberec'
'2JM. s.r.o., zubní lékařky','Liberec'
'Derma Medical Clinic s.r.o.','Liberec'
'MUDr. Zd.Kleinhampl, praktický lékař, s.r.o.','Liberec'
'Ortopedická ambulance MUDr. Aleš Nedvěd s.r.o.','Liberec'
'Petr Starý, DiS.','Liberec'
'Dolident s.r.o.','Liberec'
'Pavlína Malíková Stahlová','Liberec'
'Dentální hygiena s.r.o.','Liberec'
'EndoKa s.r.o.','Liberec'
'JO Dent s.r.o.','Liberec'
'OČNÍ OPTIKA Strnádek s.r.o.','Liberec'
'Kardio Masarykova s.r.o.','Liberec'
'ZJ Praktik s.r.o.','Liberec'
'MUDr. K. FERJENČÍKOVÁ s.r.o.','Liberec'
'Ordinace Rochlice s.r.o.','Liberec'
'OccuMed Liberec s.r.o.','Liberec'
'Praktický lékař Ruprechtice s.r.o.','Liberec'
'ParoDental s.r.o.','Liberec'
'Krajská nemocnice Liberec, a.s., klinická hematologie','Liberec'
'Krajská nemocnice Liberec, a.s., ambulance, zdravotnická dopravní služba','Liberec'
'Krajská nemocnice Liberec, a.s., infekční, kožní','Liberec'
'Krajská nemocnice Liberec, a.s., domácí péče','Liberec'
'Hospic sv. Zdislavy, o.p.s.','Liberec'
'Hospic sv. Zdislavy, o.p.s.','Liberec'
'SPORT PARK CLINIC, s.r.o.','Liberec'
'MDDr. Ondřej Břenek','Liberec'
'Tereza Véle Polachová, DiS.','Liberec'
'Marek Bohdálek, DiS.','Liberec'
'PhDr. Petr Šifta, Ph.D.','Liberec'
'Sandra Jandejsková','Liberec'
'Alexander Pimakhin','Liberec'
'Arthra s.r.o.','Liberec'
'Fyzio - Zacho, s.r.o.','Liberec'
'Ordinace plicních nemocí s.r.o.','Liberec'
'Barbora Adamcová','Liberec'
'MUDr. Jindra Friedrichová','Liberec'
'MUDr. Aleš Fűrst','Liberec'
'RYDENT LIBEREC s.r.o.','Liberec'
'Zubař Liberec s.r.o.','Liberec'
'CREO Dent s.r.o.','Liberec'
'MUDr. Jan Schánilec s.r.o.','Liberec'
'LB Dent s.r.o.','Liberec'
'SPADIA LAB, a.s., odběrová místnost','Liberec'
'AeskuLab k.s.','Liberec'
'MUDr. Taťjana Šoltysová - PREMEDIS','Liberec'
'MUDr. Pavla Adamová','Liberec'
'EUC Laboratoře s.r.o.','Liberec'
'Oční klinika Horní Počernice, s.r.o.','Liberec'
'Dětské centrum Liberec, příspěvková organizace','Liberec'
'KZ - Dent, s.r.o.','Liberec'
'Dětské centrum Liberec, příspěvková organizace','Liberec'
'BENU Česká republika s.r.o., BENU lékárna','Liberec'
'MUDr. Veronika Braierová','Liberec'
'Felixdent s.r.o.','Liberec'
'Krajská nemocnice Liberec, a.s., geriatrie','Liberec'
'MUDr. Zuzana Kopytková','Liberec'
'Rehab Liberec s.r.o.','Liberec'
'Bc. Barbora Šestáková','Liberec'
'Pediatrie Mindžák s.r.o.','Liberec'
'MUDr. Lenka Němcová','Liberec'
'Alena Horová','Liberec'
'Somnus Clinic s.r.o.','Liberec'
'PLUS DENTALDEPOT - DUTÝ s.r.o.','Liberec'
'Centrum duševního zdraví Fokus Liberec z.ú.','Liberec'
'Hippo Dent s.r.o.','Liberec'
'POHODA - REHABILITACE s.r.o.','Liberec'
'Pulmo s.r.o.','Liberec'
'Zdravý chrup s.r.o.','Liberec'
'UROSAN s.r.o.','Liberec'
'Oblastní spolek Českého červeného kříže Liberec','Liberec'
'MUDr. Jana Machanderová','Liberec'
'MDDr. Lenka Pencáková','Liberec'
'Mgr. Denis Danilov','Liberec'
'Stomatologie MDDr. Václav Serdel s.r.o.','Liberec'
'Gynekologie SONA s.r.o.','Liberec'
'Karolina Košková','Liberec'
'Ing. Věra Lantelme-Faisan, DiS.','Liberec'
'UNAdent s.r.o.','Liberec'
'MDDr. Jiří Baader','Liberec'
'MUDr. Zdeněk Skalický s.r.o.','Liberec'
'Klinická logopedie Liberec s.r.o.','Liberec'
'Klinická logopedie Pokec s.r.o.','Liberec'
'SYNCHRODENT s.r.o.','Liberec'
'AMS dent s.r.o.','Liberec'
'Ortopedická ambulance MUDr. Aleš Nedvěd s.r.o.','Liberec'
'Kožní ambulance Liberec s.r.o.','Liberec'
'MUDr. Michaela Krtičková','Liberec'
'Mgr. Petra Konečná','Liberec'
'Michala Procházková','Liberec'
'Rochlimed s.r.o.','Liberec'
'Daniela Rychtářová','Liberec'
'Ordinace Ruprechtice s.r.o.','Liberec'
'KARDIOLOGIE - LIBEREC s.r.o.','Liberec'
'W-Pharm Prague 1 s.r.o., Lékárna PharmGo','Liberec'
'PELARGYN s.r.o.','Liberec'
'Šárka Kolářová, DiS.','Liberec'
'Dalivia medica s.r.o.','Liberec'
'Centrum zdravotní a sociální péče Liberec, příspěvková organizace, domácí péče','Liberec'
'REHASPRING centrum s.r.o.','Liberec'
'STOMACLINIC s.r.o.','Liberec'
'MUDr. Zuzana Jandejsková s.r.o.','Liberec'
'CZECHIA MEDIK CENTRUM s.r.o.','Liberec'
'SAREMA LIBEREC s.r.o.','Liberec'
