"NazevZarizeni","Obec"
"Domov pro seniory Kosmonautů, příspěvková organizace","Brno"
"Domov pro seniory Podpěrova, příspěvková organizace","Brno"
"Domov pro seniory Okružní, příspěvková organizace","Brno"
"Domov pro seniory Vychodilova, příspěvková organizace","Brno"
"Domov pro seniory Nopova,příspěvková organizace","Brno"
"Domov pro seniory Věstonická, příspěvková organizace","Brno"
"Domov pro seniory Kociánka,příspěvková organizace","Brno"
"Domov pro seniory Holásecká, příspěvková organizace","Brno"
"MDDr. Lenka Švancarová","Brno"
"MUDr. DENISA DOUBKOVÁ","Brno"
"Repharm a.s.,LÉKÁRNA AGEL Brno","Brno"
"Jana Suchomelová DiS.","Brno"
"Lékárna JGM, spol. s.r.o","Brno"
"Smart Dentistry s.r.o.","Brno"
"Centrum sociálních služeb,příspěvková organizace","Brno"
"MUDr. Tomáš Veselý s.r.o.","Brno"
"MUDr. Ludmila Veselá s.r.o.","Brno"
"BENU Česká republika s.r.o., BENU Lékárna","Brno"
"Bc. Vladimíra Krontorádová","Brno"
"Centrum ambulantní gynekologie a primární péče, s.r.o.","Brno"
"Centrum ambulantní gynekologie a primární péče, s.r.o.","Brno"
"Centrum ambulantní gynekologie a primární péče, s.r.o.","Brno"
"ROZKOŠ bez RIZIKA, z. s.","Brno"
"HES Pharma s.r.o., Lékárna Komín","Brno"
"ORIDENT s.r.o.","Brno"
"MUDr. Alena Konečná s.r.o.","Brno"
"MUDr. Štefánia Kyseláková, praktická lékařka s.r.o.","Brno"
"MUDr. Jana Antošová s.r.o.","Brno"
"Dětská a sportovní ortopedie Ondruš s.r.o.","Brno"
"Fakultní nemocnice Brno, Centrum duševního zdraví","Brno"
"MUDr. Pavla Gablasová, Ph.D.","Brno"
"MUDr. Eva Ottová s.r.o.","Brno"
"Plastická chirurgie Brno s.r.o.","Brno"
"Neuro Health Centrum s.r.o.","Brno"
"Sandentes plus s.r.o.","Brno"
"MUDr. Martin Smoleja","Brno"
"Pediatrie Brno-Slatina s.r.o.","Brno"
"Roman Pacas","Brno"
"Nemocnice Yes Visage a.s.","Brno"
"ReAktin s.r.o.","Brno"
"Simona Studničková","Brno"
"Plastická chirurgie MUDr. David Štěpán s.r.o.","Brno"
"Plastická chirurgie MUDr. David Štěpán s.r.o.","Brno"
"Psychiatrie Ponávka s.r.o.","Brno"
"Jarmila Kovaříková","Brno"
"Agentura VĚTRNÍK, s.r.o.","Brno"
"Ladislava Ryšavá","Brno"
"ALLERGOLAND s.r.o.","Brno"
"Bc. Jana Riedlová","Brno"
"Mgr. et Bc. Radka Navrátilová","Brno"
"MUDr. Silvie Pivničková","Brno"
"Centrum Kociánka, státní příspěvková organizace","Brno"
"SANITKA.ORG s.r.o.","Brno"
"VALORE plus,s.r.o.","Brno"
"SALVECOR s.r.o.","Brno"
"Vividus Medical, s.r.o.","Brno"
"PDK Brno s.r.o.","Brno"
"Mgr. Hana Horáková","Brno"
"MUDr. Martina Šumberová s.r.o.","Brno"
"TOUBY s.r.o., Lékárna IBC","Brno"
"Ordinace Řiháčkovi, s.r.o.","Brno"
"Bc. Monika Kadlecová","Brno"
"MEDICAL TRANS BRNO s.r.o.","Brno"
"MUDr. Jitka Němečková, s.r.o.","Brno"
"Mini-gyn s.r.o.","Brno"
"Masarykova univerzita","Brno"
"Lékařské centrum zdraví a estetické péče s.r.o.","Brno"
"Domov Ludmila o.p.s.","Brno"
"EuroPainClinics Brno a.s.","Brno"
"MUDr. Jiří Zdražil","Brno"
"JitaDent s.r.o.","Brno"
"Diamond Dental s.r.o.","Brno"
"Zářivý úsměv s.r.o.","Brno"
"MDDr. Marie Vogtová","Brno"
"Klinika K 11, spol. s r.o.","Brno"
"VenArt s.r.o.","Brno"
"Mgr. Pavlína Hrazdirová","Brno"
"MUDr. Pavel Poneš","Brno"
"Bc. Lucie Krupičková, DiS.","Brno"
"Dents zubní s.r.o.","Brno"
"PROTEOR CZ s.r.o.","Brno"
"MS ortoprotetika s.r.o.","Brno"
"A - ORTO s.r.o.","Brno"
"REGECO, spol. s r.o.","Brno"
"Ergona Opava s.r.o.","Brno"
"IC Klinika Brno s.r.o.","Brno"
"IC Klinika Brno s.r.o.","Brno"
"Psychiatrie Vyhlídka s.r.o.","Brno"
"NUNN Pharma s.r.o., Lékárna Josefská","Brno"
"Psychologie Brno s.r.o.","Brno"
"Šárka Wilhelmová DiS.","Brno"
"Bc. Kamila Bedáňová","Brno"
"Bc. Kateřina Rampulová","Brno"
"MDDr. Nikola Bošková","Brno"
"OPTIME, pedopsychiatrie a psychiatrie s.r.o.","Brno"
"Zubní ordinace SG s.r.o.","Brno"
"Mgr. Zuzana Edinová","Brno"
"MUDr. Michal Znojemský, s.r.o.","Brno"
"Machač dentist s.r.o.","Brno"
"Bc. Radka Peluhová","Brno"
"MUDr. Rostislav Čejka s.r.o.","Brno"
"ZUBATA s.r.o.","Brno"
"Stomatologie Odstrčil s.r.o.","Brno"
"Urohealth s.r.o.","Brno"
"MUDr. Jana Hajnová s.r.o.","Brno"
"CM oční ordinace, s.r.o.","Brno"
"Mgr. Veronika Dostálová","Brno"
"Bc. Johana Scholzová","Brno"
"CM OPTIK, s.r.o.","Brno"
"Mediclinic a.s.","Brno"
"Chronicare Mund s.r.o.","Brno"
"Gynekologie MEDA s.r.o.","Brno"
"Psychoterapie SORIE s.r.o.","Brno"
"MUDr. Pavla Pantučková","Brno"
"LOGO plus s.r.o.","Brno"
"Mgr. Helena Dokoupilová","Brno"
"HOUSE MEDICAL, s.r.o.","Brno"
"MUDr. Vladimíra Foralová s.r.o.","Brno"
"Mgr. Kateřina Honová","Brno"
"Interna Bystrc s.r.o.","Brno"
"KLÁRA VLACHOVÁ DiS.","Brno"
"NADĚJE","Brno"
"NADĚJE","Brno"
"NADĚJE","Brno"
"TECO Brno, s.r.o., Lékárna Nerudova","Brno"
"Svět rovnátek s.r.o.","Brno"
"Mgr. Jana Hřebíčková","Brno"
"TeamPrevent-Santé, s.r.o.","Brno"
"Dětský praktik, s.r.o.","Brno"
"Lenka Veselá","Brno"
"Bc. Petra Zdeňková, Fyzio - pro ženy","Brno"
"Michaela Tokárová, DiS.","Brno"
"Helena Doležalová DiS.","Brno"
"HES Pharma s.r.o., Lékárna Bystrc","Brno"
"SIMPLY DENT s.r.o.","Brno"
"Chytrá lékárna a.s.","Brno"
"Chytrá lékárna a.s.","Brno"
"Chytrá lékárna a.s.","Brno"
"Chytrá lékárna a.s.","Brno"
"Chytrá lékárna a.s.","Brno"
"Chytrá lékárna a.s.","Brno"
"Chytrá lékárna a.s.","Brno"
"""ŠANCE"", družstvo handicapovaných","Brno"
"SANOMED, spol. s.r.o.","Brno"
"BENU Česká republika s.r.o., BENU Lékárna","Brno"
"AUDY s.r.o.","Brno"
"BENU Česká republika s.r.o., BENU Lékárna","Brno"
"Beauty face s.r.o.","Brno"
"Zubní ordinace Doubrava s.r.o.","Brno"
"MUDr. Josef Formánek s.r.o.","Brno"
"Bc. Hana Slováková","Brno"
"Mgr. Zuzana Dvorščáková","Brno"
"Mgr. Lucie Gocová","Brno"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr.Max LÉKÁRNA","Brno"
"KOSÍK, s.r.o.","Brno"
"Česká společnost AIDS pomoc, z.s.","Brno"
"Poliklinika Kuklenská s.r.o.","Brno"
"MDDr. ADAM DRMOLA","Brno"
"ORDI-PRAKT s.r.o.","Brno"
"Centrum pro zdraví - kardiologie s.r.o.","Brno"
"Mgr. ELIŠKA VALOVÁ","Brno"
"Lasercentra Morava s.r.o.","Brno"
"PRIMALOGOPEDIE s.r.o.","Brno"
"Dětská ordinace Bohunice s.r.o.","Brno"
"ResTrial Brno s.r.o.","Brno"
"Mgr. et Mgr. Viktorie Sieczková DiS.","Brno"
"MUDr. Jiří Pfeifr s.r.o.","Brno"
"PhDr. Dana Kolářová","Brno"
"Respiramed s.r.o.","Brno"
"MUDr. Helena Horňáková","Brno"
"Mgr. Barbara Janu DiS.","Brno"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Brno"
"MUDr. Bohumila Rothová","Brno"
"Chronicare Mund s.r.o.","Brno"
"Tomáš Ščurek, DiS.","Brno"
"Praktický lékař Masarykova 31 s.r.o.","Brno"
"MUDr. Stanislava Kúkolová","Brno"
"Ambulance Jílkova s.r.o.","Brno"
"Praktik Soběšice s.r.o.","Brno"
"MUDr. Dagmar Kopecká s.r.o.","Brno"
"MUCHA Resort s.r.o.","Brno"
"Onedent s.r.o.","Brno"
"ENT ambulance s.r.o.","Brno"
"FOKUS optik a.s.","Brno"
"FOKUS optik a.s.","Brno"
"BeBridge a.s., Lékárna U sv. Augustina","Brno"
"FOKUS optik a.s.","Brno"
"FOKUS optik a.s.","Brno"
"Neuron Medical s.r.o., Centrum kardiovaskulární péče","Brno"
"SANATORIUM Helios, spol. s r.o.","Brno"
"PsychoSexuologie s.r.o.","Brno"
"Kateřina Sokopová","Brno"
"Centrum sociálních služeb pro osoby se zrakovým postižením v Brně-Chrlicích","Brno"
"MedFit clinic s.r.o.","Brno"
"Mgr. Martina Váňová","Brno"
"ICHTYS Plus s.r.o.","Brno"
"DS Magura s.r.o.","Brno"
"Rehabfyz s.r.o.","Brno"
"MUDr. MARTINA ONDROVÁ Ph.D.","Brno"
"Mgr. Kateřina Bušinová","Brno"
"Lenka Veselá","Brno"
"Psychiatrická nemocnice Brno, CDZ Brno","Brno"
"MUDr. Zuzana Chaloupková","Brno"
"JS Depo s.r.o.","Brno"
"LM rehabilitace s.r.o.","Brno"
"Korektivní dermatologie s.r.o.","Brno"
"MUDr. Kateřina Smíšková s.r.o.","Brno"
"SPADIA LAB Brno, s.r.o., odběrová místnost","Brno"
"MUDr. Filip Hudeček","Brno"
"Swiss Esthetic s.r.o.","Brno"
"Denta RF s.r.o.","Brno"
"BioHealing k.s.","Brno"
"MUDr. Jana Hušková","Brno"
"Dům pro Julii, z. ú.","Brno"
"Mgr. Adriana Rieglová","Brno"
"SC Campus s.r.o.","Brno"
"Stepharm s.r.o., OOVL Chrlice","Brno"
"OcuWay s.r.o.","Brno"
"Tomáš Nekuda","Brno"
"Tomáš Nekuda","Brno"
"Mgr. Tereza Ženčáková","Brno"
"Mgr. DITA DEBOWSKÁ","Brno"
"BonumFinem s.r.o.","Brno"
"Laboratoře AGEL a.s., odběrová místnost","Brno"
"Mgr. Radim Žídek","Brno"
"Neurologie Sekaninová s.r.o.","Brno"
"Mgr. JANA ŠOPÍKOVÁ Ph.D.","Brno"
"Dominika Matyášová DiS.","Brno"
"MUDr. Jana Houfková s.r.o.","Brno"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Brno"
"Péče o duši s.r.o.","Brno"
"Gynekologie MEDA s.r.o.","Brno"
"Cornea Lexum s.r.o.","Brno"
"OPTIPRO a.s.","Brno"
"SMILE OPTIC s.r.o.","Brno"
"Soukromá psychologická praxe s.r.o.","Brno"
"Bc. Kristýna Jahnová","Brno"
"PETRA ULLRICHOVÁ","Brno"
"Alpha Aesthetic s.r.o.","Brno"
"Lékárna 2.0 s.r.o.","Brno"
"Medisyn, s.r.o.","Brno"
"REHA 2015, s.r.o., Lékárna","Brno"
"Mgr. Bronislava Bubeníčková","Brno"
"MUDr. Luboš Štětka s.r.o.","Brno"
"MUDr. Věra Mašková, CSc. s.r.o.","Brno"
"Mgr. Jana Míchalová","Brno"
"Ambulance s rozšířenou péčí s.r.o.","Brno"
"Mgr. MARTINA EHLOVÁ","Brno"
"Bc. Hana Malá","Brno"
"Mgr. Zuzana Štěpánková","Brno"
"Mgr. Petra Kleinbauerová","Brno"
"Bc. ZDENA LOUČNÁ","Brno"
"Pediatrická praxe Kohoutovice, s.r.o.","Brno"
"Herlango, s.r.o.","Brno"
"Jipharm s.r.o., Lékárna Juliánov","Brno"
"Mgr. Lenka Foralová","Brno"
"Dental Lab s.r.o.","Brno"
"Mgr. ZUZANA BĚHALOVÁ","Brno"
"KS-Apatyka s.r.o.,Lékárna Šumavská tower","Brno"
"Fakultní nemocnice Brno, Polní nemocnice v Brně","Brno"
"MUDr. IVA LAMAČOVÁ","Brno"
"Dagmar Plevová","Brno"
"Mgr. Gabriela Župková","Brno"
"Health and Beauty shops s.r.o., Lékárna LEMON","Brno"
"Fyzioterapie Fit and Tasty s.r.o.","Brno"
"Zdravá mysl s.r.o.","Brno"
"Markéta Barančicová","Brno"
"B. Braun Avitum s.r.o., chirurgie","Brno"
"Hermés Dent s.r.o.","Brno"
"Lihora s.r.o.","Brno"
"Hola Biolabs s.r.o.","Brno"
"MUDr. Radvana Kompérová s.r.o.","Brno"
"Mgr. Chulan Baslová","Brno"
"Mgr. Barbora Pohlová","Brno"
"Neuro Help Company s.r.o.","Brno"
"SAREMA LIBEREC s.r.o.","Brno"
"BENU Česká republika s.r.o., BENU lékárna","Brno"
"Mgr. Jolana Černá","Brno"
"DARCOM s.r.o., Lékárna","Brno"
"Kateřina Cahlíková DiS.","Brno"
"AeskuLab Patologie, k.s.","Brno"
"Plasma place s.r.o.","Brno"
"Chronicare Service s.r.o.","Brno"
"Ambulance klinického psychologa s.r.o.","Brno"
"Mgr. Jana Bérešová","Brno"
"DARCOM s.r.o., Lékárna Cejl","Brno"
"NEUROLOGIE - REHABILITACE s.r.o.","Brno"
"FLOW WEALTH LTD, odštěpný závod, FW Lékárna Josefská","Brno"
"Bc. Anna Ťopková","Brno"
"AdEma Medical s.r.o.","Brno"
"MUDr. Jana Illová","Brněnec"
"Dana Kučerová, prom.farm., Lékárna Brněnec","Brněnec"
"Obrovská, pediatr","Brněnec"
"MUDr. Ivana Rouchalová","Brněnec"
"Hana Polčíková, rehabilitace","Brněnec"
"PL Brněnec s.r.o.","Brněnec"
"MUDr. Daniela Turčínová","Brod nad Dyjí"
"MUDr. Lenka Kadlecová","Brodce"
"MUDr.Lenka Draková s.r.o.","Brodce"
"RHG spol. s r.o., Městská nemocnice v Roztokách, ambulance ortopedie","Brodce"
"PAVEL FRANC DOPRAVNÍ ZDRAVOTNICKÁ SLUŽBA","Brodek u Konice"
"MUDr. Petr Marák","Brodek u Konice"
"MUDr. Libor Švec","Brodek u Konice"
"Lékárna Konice s.r.o., Lékárna Brodek","Brodek u Konice"
"Rehabilitační centrum Konice s.r.o.","Brodek u Konice"
"Stomatologie MUDr. Jana Hajnyšová s.r.o.","Brodek u Konice"
"Mgr. Jitka Birasová, Lékárna","Brodek u Prostějova"
"MUDr. Aleš Otruba","Brodek u Prostějova"
"Ludmila Zavadilová","Brodek u Prostějova"
"MUDr. Václav Hnilo s.r.o.","Brodek u Prostějova"
"MUDr. Květoslava Nováková","Brodek u Prostějova"
"MEDICOM'S spol. s r.o.","Brodek u Prostějova"
"MDDr. JOSEF VEVERKA","Brodek u Prostějova"
"Mediclinic a.s.","Brodek u Prostějova"
"MUDr. Miroslav Pavlica","Brodek u Přerova"
"MUDr. Renata Steigerwaldová","Brodek u Přerova"
"Lékárna U Nádraží Brodek u Přerova","Brodek u Přerova"
"MUDr. Helena Ježíková","Brodek u Přerova"
"HEMALUMA s.r.o.","Brodek u Přerova"
"MDDr. Tomáš Terrich","Brodek u Přerova"
"MUDr. Ladislav Růžička","Broumov"
"MUDr. Marcela Růžičková","Broumov"
"MUDr. Miloš Pastelák","Broumov"
"Broumovská lékárna, s.r.o.","Broumov"
"MUDr. Iva Dvořáčková","Broumov"
"Dopravní zdravotní služba Broumov s.r.o.","Broumov"
"MUDr. Bořivoj Červenka","Broumov"
"MUDr. Vjačeslav Jevgenjevič Ogriščenko","Broumov"
"Pavel Ogriščenko","Broumov"
"MUDr. Ladislav Růžička","Broumov"
"FALTA s.r.o.","Broumov"
"FALTA s.r.o.","Broumov"
"FALTA s.r.o.","Broumov"
"Zdravotnická záchranná služba Královéhradeckého kraje","Broumov"
"K-GEMINI s.r.o.","Broumov"
"Lékárna Broumov, s.r.o.","Broumov"
"E.K. zubní laboratoř, s.r.o.","Broumov"
"MEDICA - LANGER s.r.o.","Broumov"
"Kožní s.r.o.","Broumov"
"PSYCHOMEDICA s.r.o.","Broumov"
"Chirurgie Routek s.r.o.","Broumov"
"MUDr. Ivo Peroutka","Broumov"
"UROLA, s.r.o.","Broumov"
"Královéhradecká lékárna a.s., Lékárna v nemocnici Broumov","Broumov"
"GASTROPAL s.r.o.","Broumov"
"Mediclinic a.s.","Broumov"
"MUDr. Ivo Novák","Broumov"
"ZNL spol. s r.o.","Broumov"
"GENUS - CZ s.r.o.","Broumov"
"PRAKTICKÝ LÉKAŘ BROUMOV s.r.o.","Broumov"
"Centrum sociální služeb Naděje Broumov","Broumov"
"LOGOPRIM s.r.o.","Broumov"
"EDUMED s.r.o.","Broumov"
"MUDr. Vladimír Študent s.r.o.","Broumov"
"DH Broumov s.r.o.","Broumov"
"Elenio, s.r.o.","Broumov"
"EDUMED s.r.o.","Broumov"
"Milan Sokol","Broumov"
"Oblastní nemocnice Náchod a.s., Nemocnice Broumov","Broumov"
"MUDr. Josef Aušteda","Broumy"
"MUDr. JIŘINA EICHENMANNOVÁ","Broumy"
"MUDr. Vanda Šildová","Brozany nad Ohří"
"MUDr. Lukeš Zdeněk","Brozany nad Ohří"
"Ilona DOŠKOVÁ","Brozany nad Ohří"
"MUDr. Ivan Skála","Brtnice"
"MUDr. Ludmila Suchánková","Brtnice"
"MUDr. Jan Hanko","Brtnice"
"MUDr. Oldřich Šottner","Brtnice"
"PEDIATRIE Šottner s.r.o.","Brtnice"
"MUDr. Oldřich Šottner s.r.o.","Brtnice"
"Mgr. Jana Matejková, OOVL Brtnice","Brtnice"
"MUDr. Vladimíra Slováková","Brumov-Bylnice"
"MUDr. Ivan Leixner","Brumov-Bylnice"
"MUDr. Věra Zvoníčková","Brumov-Bylnice"
"Mgr. Břetislav Ovesný, Lékárna","Brumov-Bylnice"
"MUDr. Emil Záhumenský","Brumov-Bylnice"
"MUDr. Bronislava Hůlová","Brumov-Bylnice"
"MUDr. Hana Petrášová","Brumov-Bylnice"
"Roman Saňák, DiS.","Brumov-Bylnice"
"GYNCARE M+M s.r.o.","Brumov-Bylnice"
"MEDFARM, s.r.o.","Brumov-Bylnice"
"Městská nemocnice Slavičín, p.o., interní ambulance","Brumov-Bylnice"
"MUDr. Lenka Výletová","Brumov-Bylnice"
"MUDr. Jiří Siegl s.r.o.","Brumov-Bylnice"
"RehaTime s.r.o.","Brumov-Bylnice"
"MDDr. KATARÍNA ZÁMEČNÍKOVÁ","Brumov-Bylnice"
"Vaše laboratoře s.r.o., odběrová místnost","Brumov-Bylnice"
"Cordis Apotheke s.r.o.","Brumov-Bylnice"
"MUDr. Miroslava Strnadová s.r.o.","Brumov-Bylnice"
"MUDr. Luboš Gebauer","Brumovice"
"MUDr. Vladimíra Donné","Brumovice"
"Dětská ambulance E + T s.r.o.","Brumovice"
"ROTBAL s.r.o., Lékárna Pod Pradědem","Bruntál"
"MUDr.Jaromír Vojáček","Bruntál"
"MUDr. Klaudie Mazalová","Bruntál"
"Věra Češková","Bruntál"
"Mgr. Petr Byrtus, Zelená lékárna","Bruntál"
"MUDr. Stanislava Pechová","Bruntál"
"Lemak s.r.o.","Bruntál"
"MUDr. Ondřej Filipczyk","Bruntál"
"MUDr. Hana Kalfusová","Bruntál"
"MUDr. Hana Jurajdová","Bruntál"
"MUDr. Jiří Šupík","Bruntál"
"MUDr. Jan Poles","Bruntál"
"MUDr. Marie Černá","Bruntál"
"MUDr. Ladislav Božek","Bruntál"
"MUDr. Jana Kopřivíková","Bruntál"
"MUDr. Jan Vaněk","Bruntál"
"MUDr. Milan Karas","Bruntál"
"MUDr. Jiří Ambroz","Bruntál"
"Milada Kolkopová","Bruntál"
"Eva Pešatová","Bruntál"
"MUDr. Eva Slováková","Bruntál"
"MUDr. Dana Strádalová","Bruntál"
"MUDr. Miloslav Procházka","Bruntál"
"MUDr. Petr Vocelka","Bruntál"
"MUDr. Yifru Assefa","Bruntál"
"MUDr. Marie Nováková","Bruntál"
"Dagmar Černá","Bruntál"
"MUDr. Miroslav Schubert","Bruntál"
"MUDr.Irena Homolová","Bruntál"
"MUDr. Kateřina Poštulková","Bruntál"
"MUDr. Veronika Halašková","Bruntál"
"MUDr. Eva Spáčilová","Bruntál"
"Zdravotnická záchranná služba Moravskoslezského kraje, příspěvková organizace","Bruntál"
"B. Braun Avitum s.r.o.","Bruntál"
"FYZIOTERAPIE DAJALE s.r.o.","Bruntál"
"Nemocnice AGEL Podhorská a.s.","Bruntál"
"MUDr. Alena Húsková","Bruntál"
"Mgr. Ilona Servusová","Bruntál"
"PhDr. Vlasta Sehnalová","Bruntál"
"MUDr. Eva Boulová","Bruntál"
"Lenka Podzimná","Bruntál"
"Diakonie ČCE - středisko v Rýmařově","Bruntál"
"MUDr. Jaroslav Vašíř","Bruntál"
"Charita Krnov","Bruntál"
"AGEL Transfúzní služba a.s.","Bruntál"
"1. praktická ambulance s.r.o.","Bruntál"
"XRAY & DIGITAL s.r.o.","Bruntál"
"MUDr. Zdeněk Černý, s.r.o.","Bruntál"
"ORTOGYN s.r.o.","Bruntál"
"Mgr. Petr Byrtus, Lékárna Na Vršku","Bruntál"
"Dana Badalová","Bruntál"
"MUDr. David Walowicz","Bruntál"
"Revmatologie Bruntál, s.r.o.","Bruntál"
"ProDerma s.r.o.","Bruntál"
"MDDr. Lenka Zdvyhalová Tvrdá","Bruntál"
"I. Interní a gastroenterologická ambulance s.r.o.","Bruntál"
"PUCIMEDICAL s.r.o.","Bruntál"
"Plicní ambulance PULMOMEDICA s.r.o.","Bruntál"
"MUDr. Naděžda Ryšánková","Bruntál"
"MUDr.Mgr.Lukáš Krupička","Bruntál"
"Rafaelmedicus s.r.o.","Bruntál"
"MUDr. Petr Vlk","Bruntál"
"PhDr. Jitka Varyšová","Bruntál"
"Repharm a.s., LÉKÁRNA AGEL","Bruntál"
"MUDr. Martin Kuliha, Ph.D.","Bruntál"
"PRAKTICKÁ LÉKAŘKA MUDr. Olga JANOCHOVÁ s.r.o.","Bruntál"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Bruntál"
"Laserové a Kožní centrum s.r.o.","Bruntál"
"Mediekos Ambulance, s.r.o.","Bruntál"
"Zuzana Carbolová, DiS.","Bruntál"
"OASA Medical Service s.r.o.","Bruntál"
"FEMININE s.r.o.","Bruntál"
"MUDr. Ivana Krajsová","Bruntál"
"MUDr. Helena Hladná ALERGOLOGIE s.r.o.","Bruntál"
"MUDr. Jan Vaněk","Bruntál"
"MUDr. Ivo Vyroubal s.r.o.","Bruntál"
"PSYHELP psychiatrická ambulance s.r.o.","Bruntál"
"MDDr. GABRIELA HAMRLÍKOVÁ","Bruntál"
"Charita sv. Martina","Bruntál"
"MUDr. Leopold Sedláček","Bruntál"
"LUBRIMEX, s. r. o.","Bruntál"
"MUDr. Zuzana Brunová","Bruntál"
"Falck Emergency a.s.","Bruntál"
"Nemocnice Šumperk a.s., ambulanace oční","Bruntál"
"Slezská nemocnice v Opavě, příspěvková organizace, ambulance oční","Bruntál"
"SESTŘIČKA.CZ - DOMÁCÍ PÉČE BRUNTÁL s.r.o.","Bruntál"
"KB Dental s.r.o.","Bruntál"
"ČESKÁ OČNÍ OPTIKA HOLDING a.s.","Bruntál"
"Centrum Dentální Hygieny Bruntál s.r.o.","Bruntál"
"Centrum Dentální Hygieny Bruntál s.r.o.","Bruntál"
"Klinická logopedie Bruntál, s.r.o.","Bruntál"
"Apo Trade Deal s.r.o., BENU lékárna","Bruntál"
"Centrum sociálních služeb pro seniory Pohoda, příspěvková organizace","Bruntál"
"CorMedico s.r.o.","Bruntál"
"Ortopedie - Nandana Bruntál s.r.o.","Bruntál"
"Lékárna U svatého Jiří s.r.o.","Brušperk"
"MUDr. Vladimíra Dieneltová","Brušperk"
"Ferencová Šárka","Brušperk"
"MUDr. Marcela Prokopová","Brušperk"
"Miroslava Šiláková - Lékárna u Matky Boží","Brušperk"
"Mgr. Zdislava Vítková","Brušperk"
"Gynekologie Brušperk, s.r.o.","Brušperk"
"ILK Dentic s.r.o.","Brušperk"
"MUDr. Oldřich Velký, s.r.o.","Brušperk"
"KUNČICKÁ - ORDINACE PL s.r.o.","Brušperk"
"Domov pro seniory Ondráš, příspěvková organizace","Brušperk"
"Bc. Barbora Konečná","Brušperk"
"Barbora Konečná","Brušperk"
"Roman Filipek","Brušperk"
"BonumFinem s.r.o.","Brušperk"
"MUDr. Jitka Černá","Buchlovice"
"Mgr. Magdalena Čechmánková, Lékárna","Buchlovice"
"MUDr. Pavla Nesrstová","Buchlovice"
"MUDr. Leona Miklendová","Buchlovice"
"MUDr. Leona Miklendová","Buchlovice"
"MUDr. Dagmar Kořistková","Buchlovice"
"Gyn BaB s.r.o.","Buchlovice"
"František Krystýnek","Buchlovice"
"Zdravotnická záchranná služba Zlínského kraje, příspěvková organizace","Buchlovice"
"MUDr. LENKA ČERNÁ","Buchlovice"
"Sociální služby Uherské Hradiště, příspěvková organizace","Buchlovice"
"Psychiatrická ordinace Tábor s.r.o.","Budislav"
"ZDRAVMAL s.r.o.","Budislav"
"Domov pro seniory Budislav","Budislav"
"MUDr. Zdeněk Benáček","Budišov"
"MUDr. Milan Bušek","Budišov"
"Mgr. Monika Salajová, Lékárna ARNIKA","Budišov"
"Anežka Klímová, DiS.","Budišov"
"MUDr. Jiří Zelinka","Budišov"
"MUDr. Judita Skoumalová","Budišov"
"MUDr. Věra Mikulíková","Budišov nad Budišovkou"
"Blažena Vokřálová","Budišov nad Budišovkou"
"MUDr. Vladimír Zakreničnyj","Budišov nad Budišovkou"
"GYNPOR Kubová s.r.o.","Budišov nad Budišovkou"
"MDDr. Hana Říčná","Budišov nad Budišovkou"
"GERIANA - Domácí zdravotní péče s.r.o.","Budišov nad Budišovkou"
"Domov Letokruhy, příspěvková organizace","Budišov nad Budišovkou"
"Apo Trade Deal s.r.o., OOVL Lékárny Přelouč","Budišov nad Budišovkou"
"KIVA MEDICAL s.r.o.","Budišov nad Budišovkou"
"MUDr. Tomáš Rajmon","Budišovice"
"MUDr. Jiřina Františková","Budkov"
"MUDr. Lubor Novák, CSc.","Budyně nad Ohří"
"PharmDr. Ivana Kodlová, Lékárna U Zlaté koruny","Budyně nad Ohří"
"Podřipská nemocnice s poliklinikou Roudnice n. L., s.r.o., odborné ambulance","Budyně nad Ohří"
"MUDr. Eva Mašková","Budyně nad Ohří"
"RVVMED s.r.o.","Budyně nad Ohří"
"MUDr. Karla Kalivodová s.r.o.","Budyně nad Ohří"
"MUDr. Marie Mikešová - praktický lékař pro děti a dorost","Bujanov"
"Dětská odborná léčebna Charlotty G. Masarykové, pobočný spolek ČČK","Bukovany"
"MUDr. Zuzana Michálková","Bukovany"
"CHLOUPEK - DENT s.r.o.","Bukovany"
"PRAKTIK MIKULOV, s.r.o.","Bulhary"
"ArČeVi ordinace s.r.o.","Bulovka"
"MUDr. Pavel Kopáč","Bučovice"
"MUDr. Tamara Nezdařilová","Bučovice"
"MUDr. Svatava Vaďurová","Bučovice"
"MUDr. Petr Vaďura","Bučovice"
"MUDr. Lenka Jenčíková","Bučovice"
"MUDr. Hynek Pokluda","Bučovice"
"MUDr. Jan Klein","Bučovice"
"MUDr. Jaroslav Bradna","Bučovice"
"MUDr. Vladimír Zvolský","Bučovice"
"MUDr. Roman Duraja","Bučovice"
"LÉKÁRNA - TILIA, spol. s r.o.","Bučovice"
"MUDr. Aleš Hochman","Bučovice"
"Poliklinika Bučovice, příspěvková organizace","Bučovice"
"Zdravotnická záchranná služba Jihomoravského kraje, příspěvková organizace","Bučovice"
"Diecézní Charita Brno, Oblastní charita Bučovice","Bučovice"
"MUDr. Klára Ostřížková","Bučovice"
